,words,rating,tips,tips_code,steps,step_code,tips_groups,tips_groups_code
4638,i m really excited about this opportunity,4,"feeling,fact",279,"facts,emotions",5,"fact,feeling",58
4639,i m really excited to be here,4,"feeling,fact",279,"facts,emotions",5,"fact,feeling",58
4640,i m really excited to see you,4,"feeling,fact",279,"facts,emotions",5,"fact,feeling",58
4641,i m really excited,4,"feeling,fact",279,"facts,emotions",5,"fact,feeling",58
4642,i m really exhausted,4,"feeling,fact",279,"facts,emotions",5,"fact,feeling",58
4643,i m really fed up,4,"feeling,fact",279,"facts,emotions",5,"fact,feeling",58
4644,i m really flattered,4,"feeling,fact",279,"facts,emotions",5,"fact,feeling",58
4645,i m really forgetful,4,"feeling,fact",279,"facts,emotions",5,"fact,feeling",58
4646,i m really glad you came,4,"feeling,fact,empathy",280,"facts,emotions",5,"empathy,fact,feeling",14
4647,i m really good at networking,4,"feeling,fact",279,"facts,emotions",5,"fact,feeling",58
4648,i m really good looking,4,fact,208,facts,4,fact,56
4649,i m really impressed,4,"feeling,fact",279,"facts,emotions",5,"fact,feeling",58
4650,i m really insecure,4,"feeling,fact",279,"facts,emotions",5,"fact,feeling",58
4651,i m really interested in working for your company,4,"feeling,fact",279,"facts,emotions",5,"fact,feeling",58
4652,i m really irritable,4,"feeling,fact",279,"facts,emotions",5,"fact,feeling",58
4653,i m really itchy all over,4,generalisation,303,facts,4,judgemental,87
4654,i m really itchy everywhere,4,generalisation,303,facts,4,judgemental,87
4655,i m really itchy everywhere,4,generalisation,303,facts,4,judgemental,87
4656,i m really itchy,4,generalisation,303,facts,4,judgemental,87
4657,i m really lazy,4,"labelling,morality",393,facts,4,judgemental,87
4658,i m really lonely,4,"feeling,fact",279,"facts,emotions",5,"fact,feeling",58
4659,i m really looking forward to hearing from you,4,"feeling,fact,empathy",280,"facts,emotions",5,"empathy,fact,feeling",14
4660,i m really looking forward to seeing you,4,"feeling,fact,empathy",280,"facts,emotions",5,"empathy,fact,feeling",14
4661,i m really looking forward to working with you,4,"feeling,fact,empathy",280,"facts,emotions",5,"empathy,fact,feeling",14
4662,i m really lost,4,"feeling,fact",279,"facts,emotions",5,"fact,feeling",58
4663,i m really mad,4,"feeling,fact",279,"facts,emotions",5,"fact,feeling",58
4664,i m really messy,4,"generalisation,morality",322,facts,4,judgemental,87
4665,i m really missing you,4,"feeling,fact,empathy",280,"facts,emotions",5,"empathy,fact,feeling",14
4666,i m really obese,4,"generalisation,morality,labelling",324,facts,4,judgemental,87
4667,i m really obliged to you,4,fact,208,facts,4,fact,56
4668,i m really open mouthed,4,"generalisation,morality,labelling",324,facts,4,judgemental,87
4669,i m really open mouthed,4,"generalisation,morality,labelling",324,facts,4,judgemental,87
4670,i m really out of shape,4,"generalisation,morality,labelling",324,facts,4,judgemental,87
4671,i m really out of shape,4,"generalisation,morality,labelling",324,facts,4,judgemental,87
4672,i m really overweight,4,"generalisation,morality,labelling",324,facts,4,judgemental,87
4673,i m really overwhelmed,4,"generalisation,morality,labelling",324,facts,4,judgemental,87
4674,i m really pale how can i tan,4,"generalisation,morality,labelling",324,facts,4,judgemental,87
4675,i m really pale,4,"generalisation,morality,labelling",324,facts,4,judgemental,87
4676,i m really paranoid,4,"generalisation,labelling",314,"facts,emotions",5,judgemental,87
4677,i m really pissed off,4,"generalisation,labelling,selfempathy",320,"facts,emotions",5,"feeling,judgemental",75
4678,i m really pleased,4,"generalisation,labelling,selfempathy",320,"facts,emotions",5,"feeling,judgemental",75
4679,i m really popular,4,"generalisation,morality,labelling",324,facts,4,judgemental,87
4680,i m really pretty,3,"generalisation,morality,labelling",324,facts,4,judgemental,87
4681,i m really proud of you,4,"empathy,generalisation",198,"facts,emotions",5,"empathy,judgemental",29
4682,i m really proud of you,4,"empathy,generalisation",198,"facts,emotions",5,"empathy,judgemental",29
4683,i m really quiet in school,4,"empathy,generalisation",198,"facts,emotions",5,"empathy,judgemental",29
4684,i m really really bored,4,"generalisation,labelling",314,"facts,emotions",5,judgemental,87
4685,i m really really concentrating,4,"generalisation,labelling",314,"facts,emotions",5,judgemental,87
4686,i m really really hot,4,"generalisation,labelling",314,"facts,emotions",5,judgemental,87
4687,i m really really lonely,4,"generalisation,labelling",314,"facts,emotions",5,judgemental,87
4688,i m really really ridiculously good looking,4,"generalisation,labelling",314,facts,4,judgemental,87
4689,i m really really sad,4,"feeling,selfempathy",299,emotions,0,feeling,72
4690,i m really really sorry,4,"feeling,empathy",273,emotions,0,"empathy,feeling",20
4691,i m really really tired,4,"fact,selfempathy",250,facts,4,"fact,feeling",58
4692,i m really thankful to you,4,"feeling,empathy",273,"facts,emotions",5,"empathy,feeling",20
4693,i m really thankful to you,4,"feeling,empathy",273,"facts,emotions",5,"empathy,feeling",20
4694,i m really thankful,4,"feeling,empathy",273,emotions,0,"empathy,feeling",20
4695,i m really thin,4,labelling,379,facts,4,judgemental,87
4696,i m really thirsty,4,fact,208,facts,4,fact,56
4697,i m really tired when i wake up,4,"generalisation,labelling,selfempathy",320,facts,4,"feeling,judgemental",75
4698,i m really tired but i ca not sleep,4,"generalisation,labelling,selfempathy",320,facts,4,"feeling,judgemental",75
4699,i m really touched,4,"feeling,empathy",273,"facts,emotions",5,"empathy,feeling",20
4700,i m really ugly and fat,4,"generalisation,morality,labelling",324,facts,4,judgemental,87
4701,i m really ugly,4,"generalisation,morality,labelling",324,facts,4,judgemental,87
4702,i m really underweight,4,"generalisation,morality,labelling",324,facts,4,judgemental,87
4703,i m really unfit,4,"generalisation,morality,labelling",324,facts,4,judgemental,87
4704,i m really unhappy with my life,4,"generalisation,labelling,selfempathy",320,"facts,emotions",5,"feeling,judgemental",75
4705,i m really unhappy,4,"generalisation,labelling,selfempathy",320,emotions,0,"feeling,judgemental",75
4706,i m really upset right now,4,"generalisation,labelling,selfempathy",320,"facts,emotions",5,"feeling,judgemental",75
4707,i m really very happy for you,4,"generalisation,labelling,empathy",315,"facts,emotions",5,"empathy,judgemental",29
4708,i m really very sad,4,"generalisation,labelling,selfempathy",320,"facts,emotions",5,"feeling,judgemental",75
4709,i m really weak,4,feeling,254,facts,4,feeling,72
4710,i m really weird,4,feeling,254,facts,4,feeling,72
4711,i m really white,4,fact,208,facts,4,fact,56
4712,i m really worried,4,"generalisation,labelling,selfempathy",320,"facts,emotions",5,"feeling,judgemental",75
4713,i m relieved to hear that you are well,4,"generalisation,labelling,empathy",315,"facts,emotions",5,"empathy,judgemental",29
4714,i m resentful,5,"generalisation,labelling,selfempathy",320,"facts,emotions",5,"feeling,judgemental",75
4715,i m right,2,generalisation,303,facts,4,judgemental,87
4716,i m scared because i feel like i might not be up to it,4,"generalisation,labelling,selfempathy",320,"facts,emotions",5,"feeling,judgemental",75
4717,i m sick of it,2,"generalisation,labelling,selfempathy",320,facts,4,"feeling,judgemental",75
4718,i m sick of it we always do the same thing,2,"generalisation,labelling,selfempathy,reproach",321,"facts,emotions",5,"feeling,judgemental,fault",76
4719,i m sick of listening to you talk nonsense all day long,1,"provocation,generalisation,labelling,selfempathy,reproach",521,"facts,emotions",5,"provocation,feeling,judgemental,fault",144
4720,i m sick of this shit,2,provocation,494,facts,4,provocation,138
4721,i m sick of you,1,"provocation,generalisation,reproach",522,"facts,emotions",5,"provocation,judgemental,fault",146
4722,i m sick of you,0,"provocation,generalisation,reproach",522,"facts,emotions",5,"provocation,judgemental,fault",146
4723,i m sick of your bullshit,1,"provocation,generalisation,reproach",522,facts,4,"provocation,judgemental,fault",146
4724,i m sick of your bullshit,0,"provocation,generalisation,reproach",522,"facts,emotions",5,"provocation,judgemental,fault",146
4725,i m sick to my stomach i need to do the big commute,4,fact,208,facts,4,fact,56
4726,i m skeptical,4,"generalisation,labelling",314,emotions,0,judgemental,87
4727,i m smitten with you,4,"generalisation,labelling,empathy",315,"facts,emotions",5,"empathy,judgemental",29
4728,i m so far ahead of you you big jerk,0,"provocation,morality,comparison,labelling",537,facts,4,"provocation,judgemental",145
4729,i m so happy i met you,4,"feeling,fact,empathy",280,"facts,emotions",5,"empathy,fact,feeling",14
4730,i m so sick of you,1,"provocation,generalisation,reproach",522,"facts,emotions",5,"provocation,judgemental,fault",146
4731,i m so sick of you,1,"provocation,generalisation,reproach",522,"facts,emotions",5,"provocation,judgemental,fault",146
4732,i m so worthless,1,generalisation,303,"facts,emotions",5,judgemental,87
4733,i m sorry about that,4,"generalisation,empathy",310,"facts,emotions",5,"empathy,judgemental",29
4734,i m sorry but you are so unintelligent that you will never get anything valuable done,0,"generalisation,morality,duality",323,"facts,emotions,proposals",8,judgemental,87
4735,i m sorry for what happened to you,4,"generalisation,empathy",310,"facts,emotions",5,"empathy,judgemental",29
4736,i m sorry you feel that way,2,generalisation,303,"facts,emotions",5,judgemental,87
4737,i m sorry but i m going to have to expel you,1,"denial,generalisation",134,facts,4,"judgemental,fault",89
4738,i m sorry it was my mistake,4,"feeling,fact",279,"facts,emotions",5,"fact,feeling",58
4739,i m sorry,4,feeling,254,emotions,0,feeling,72
4740,i m sorry,4,feeling,254,emotions,0,feeling,72
4741,i m starting to see through you you dirty crook,0,"labelling,provocation,reproach",403,facts,4,"provocation,judgemental,fault",146
4742,i m still being admonished in public because you do not take responsibility when you say stupid things,1,"labelling,provocation,reproach",403,facts,4,"provocation,judgemental,fault",146
4743,i m still being lectured for nothing just because you re in a bad mood,1,"labelling,reproach",406,facts,4,"judgemental,fault",89
4744,i m still the bad guy,2,"labelling,reproach",406,facts,4,"judgemental,fault",89
4745,i m still writing this,1,"sacrifice,reproach",606,facts,4,fault,63
4746,i m stronger than you,2,"comparison,generalisation",100,facts,4,judgemental,87
4747,i m stunned,5,"labelling,generalisation",386,facts,4,judgemental,87
4748,i m such an idiot,0,"labelling,generalisation",386,facts,4,judgemental,87
4749,i m sure he was watching you in the shower,1,interpretation,355,facts,4,judgemental,87
4750,i m sure that you do not have any friend,0,"generalisation,labelling",314,facts,4,judgemental,87
4751,i m sure you hit your sister,1,generalisation,303,facts,4,judgemental,87
4752,i m surprised,5,feeling,254,emotions,0,feeling,72
4753,i m surprised by the fact that the system predicted the right answer at each try,4,"feeling,selfempathy,fact",300,"facts,emotions",5,"fact,feeling",58
4754,i m surprised,5,feeling,254,emotions,0,feeling,72
4755,i m taking my license tomorrow i feel very nervous,5,"feeling,selfempathy,fact",300,"facts,emotions",5,"fact,feeling",58
4756,i m taking you upstairs to drink,4,fact,208,"facts,proposals",12,fact,56
4757,i m telling you important things and you re just doing what you want,1,generalisation,303,facts,4,judgemental,87
4758,i m terrified,4,feeling,254,emotions,0,feeling,72
4759,i m terrified of what might happen,4,"feeling,selfempathy,fact",300,"facts,emotions",5,"fact,feeling",58
4760,i m the asshole of choice,2,"provocation,labelling,generalisation",532,facts,4,"provocation,judgemental",145
4761,i m the bad guy,2,"labelling,generalisation",386,facts,4,judgemental,87
4762,i m the happiest when you make me laugh,4,"feeling,empathy",273,"facts,emotions",5,"empathy,feeling",20
4763,i m the last of the jerks,0,"provocation,labelling,generalisation",532,facts,4,"provocation,judgemental",145
4764,i m the one who bends over backwards for this family,1,"sacrifice,generalisation,reproach",601,facts,4,"judgemental,fault",89
4765,i m the one who carries everyone on my shoulders,1,"sacrifice,generalisation,reproach",601,facts,4,"judgemental,fault",89
4766,i m the one who decides,2,deserves,148,facts,4,fault,63
4767,i m the one who does everything,1,"sacrifice,generalisation,reproach",601,facts,4,"judgemental,fault",89
4768,i m the one who s being incriminated again when it s always her who s screwing up,1,"sacrifice,generalisation,reproach,provocation",603,facts,4,"provocation,judgemental,fault",146
4769,i m the stooge,2,"sacrifice,generalisation,reproach,labelling",602,facts,4,"judgemental,fault",89
4770,i m the victim here not you,2,"labelling,generalisation,reproach",389,facts,4,"judgemental,fault",89
4771,i m thinking you either change your attitude or you change your friends either you try to regain your confidence or you let them down there are not 56 000 ways,2,"unsolicited,generalisation",688,facts,4,"judgemental,unsolicited",94
4772,i m tired of all the rooms with your dirty things and baskets i m not a dog,2,"reproach,labelling",587,"facts,emotions",5,"judgemental,fault",89
4773,i m tired of all this nonsense,2,reproach,561,"facts,emotions",5,fault,63
4774,i m tired of always having to do everything for you because you do not think of anything,1,"sacrifice,generalisation,reproach",601,"facts,emotions",5,"judgemental,fault",89
4775,i m tired of being blamed for everything,1,"sacrifice,generalisation,reproach",601,"facts,emotions",5,"judgemental,fault",89
4776,i m tired of being exploited i m always the one doing everything,2,"sacrifice,generalisation,reproach",601,"facts,emotions",5,"judgemental,fault",89
4777,i m tired of being pushed around,3,"generalisation,reproach",334,"facts,emotions",5,"judgemental,fault",89
4778,i m tired of doing all the machines and all the laundry,2,"sacrifice,generalisation,reproach",601,"facts,emotions",5,"judgemental,fault",89
4779,i m tired of getting yelled at every time i make a wrong move,1,"sacrifice,generalisation,reproach",601,"facts,emotions",5,"judgemental,fault",89
4780,i m tired of hearing you complain about everything all the time,2,"generalisation,reproach",334,"facts,emotions",5,"judgemental,fault",89
4781,i m tired of listening to you complain all day long,2,"generalisation,reproach",334,"facts,emotions",5,"judgemental,fault",89
4782,i m tired of living with a witch dripping with hate,0,"generalisation,reproach,provocation",344,"facts,emotions",5,"provocation,judgemental,fault",146
4783,i m tired of putting up with your bad mood,1,"generalisation,reproach",334,"facts,emotions",5,"judgemental,fault",89
4784,i m tired of you,0,"generalisation,reproach",334,"facts,emotions",5,"judgemental,fault",89
4785,i m tired of you being so loud,2,"generalisation,reproach,labelling",337,"facts,emotions",5,"judgemental,fault",89
4786,i m tired of you leaving me alone all the time,2,"generalisation,reproach",334,"facts,emotions",5,"judgemental,fault",89
4787,i m tired of you pretending to understand when you do what you do on purpose,1,"generalisation,reproach",334,"facts,emotions",5,"judgemental,fault",89
4788,i m tired of you spending your time blaming me,1,"generalisation,reproach",334,"facts,emotions",5,"judgemental,fault",89
4789,i m too nice to you,0,"sacrifice,generalisation,reproach",601,"facts,emotions",5,"judgemental,fault",89
4790,i m too scared to do it in a public place,4,generalisation,303,"facts,emotions",5,judgemental,87
4791,i m too smart to be understood,2,generalisation,303,facts,4,judgemental,87
4792,i m totally down with you,4,"generalisation,empathy",310,facts,4,"empathy,judgemental",29
4793,i m treated like an undesirable,2,"labelling,generalisation,reproach",389,facts,4,"judgemental,fault",89
4794,i m trying to break your heart,4,fact,208,facts,4,fact,56
4795,i m trying to call my family,4,fact,208,facts,4,fact,56
4796,i m trying to call you,4,fact,208,facts,4,fact,56
4797,i m trying to conceive my tips,4,fact,208,facts,4,fact,56
4798,i m trying to conceive,4,fact,208,facts,4,fact,56
4799,i m trying to connect things together can you tell me more ?,5,"fact,empathy",213,facts,4,"empathy,fact",13
4800,i m trying to connect with your feelings can i ask you a question ?,5,"fact,empathy",213,facts,4,"empathy,fact",13
4801,i m trying to contact you,4,fact,208,facts,4,fact,56
4802,i m trying to describe about that girl,4,fact,208,facts,4,fact,56
4803,i m trying to disappear,4,fact,208,facts,4,fact,56
4804,i m trying to do a job,4,fact,208,facts,4,fact,56
4805,i m trying to download adobe flash player,4,fact,208,facts,4,fact,56
4806,i m trying to drown out all of this noise,4,fact,208,facts,4,fact,56
4807,i m trying to eat healthy,4,fact,208,facts,4,fact,56
4808,i m trying to eat healthy,4,fact,208,facts,4,fact,56
4809,i m trying to eat your sandwich,4,fact,208,facts,4,fact,56
4810,i m trying to educate myself,4,fact,208,facts,4,fact,56
4811,i m trying to enjoy my dinner,4,"feeling,empathy",273,"facts,emotions",5,"empathy,feeling",20
4812,i m trying to enjoy my lunch,4,"fact,feeling",216,"facts,emotions",5,"fact,feeling",58
4813,i m trying to evoke,4,fact,208,facts,4,fact,56
4814,i m trying to explain myself,4,fact,208,facts,4,fact,56
4815,i m trying to find a book,4,fact,208,facts,4,fact,56
4816,i m trying to find my dad,4,fact,208,facts,4,fact,56
4817,i m trying to find someone,4,fact,208,facts,4,fact,56
4818,i m trying to get a job,4,fact,208,facts,4,fact,56
4819,i m trying to get pregnant,4,fact,208,facts,4,fact,56
4820,i m trying to grow my hair out,4,fact,208,facts,4,fact,56
4821,i m trying to have a baby,4,fact,208,facts,4,fact,56
4822,i m trying to heal your heart,4,fact,208,facts,4,fact,56
4823,i m trying to hear your heart,4,fact,208,facts,4,fact,56
4824,i m trying to help,4,fact,208,facts,4,fact,56
4825,i m trying to install kespersky software,4,fact,208,facts,4,fact,56
4826,i m trying to learn english,4,fact,208,facts,4,fact,56
4827,i m trying to learn in french,4,fact,208,facts,4,fact,56
4828,i m trying to learn japanese,4,fact,208,facts,4,fact,56
4829,i m trying to lose weight,4,fact,208,facts,4,fact,56
4830,i m trying to move on,4,fact,208,facts,4,fact,56
4831,i m trying to overcome,4,fact,208,facts,4,fact,56
4832,i m trying to prevent anyone saying,4,fact,208,facts,4,fact,56
4833,i m trying to quit dipping,4,fact,208,facts,4,fact,56
4834,i m trying to quit smoking,4,fact,208,facts,4,fact,56
4835,i m trying to reach you,4,fact,208,facts,4,fact,56
4836,i m trying to romance you,4,fact,208,facts,4,fact,56
4837,i m trying to say what i want to,4,fact,208,facts,4,fact,56
4838,i m trying to stop smoking,4,fact,208,facts,4,fact,56
4839,i m trying to take your cash,4,fact,208,facts,4,fact,56
4840,i m trying to tell you,4,fact,208,facts,4,fact,56
4841,i m trying to think,4,fact,208,facts,4,fact,56
4842,i m trying to understand how to walk this weary land,4,fact,208,facts,4,fact,56
4843,i m trying to understand the emotions you felt,5,"fact,empathy",213,facts,4,"empathy,fact",13
4844,i m trying to understand,4,fact,208,facts,4,fact,56
4845,i m trying to update my iphone,4,fact,208,facts,4,fact,56
4846,i m trying to use the phone,4,fact,208,facts,4,fact,56
4847,i m trying to wake your heart,4,fact,208,facts,4,fact,56
4848,i m trying to write a book,4,fact,208,facts,4,fact,56
4849,i m trying to write a song,4,fact,208,facts,4,fact,56
4850,i m uncomfortable because i do not know anyone here and i would have liked to be accepted when i entered the room,5,labelling,379,"facts,emotions",5,judgemental,87
4851,i m under your spell,4,"feeling,positivebias,labelling",296,"facts,emotions",5,"judgemental,positivebias,feeling",93
4852,i m unhappy with the way i play,4,"feeling,positivebias,morality,labelling",297,"facts,emotions",5,"judgemental,positivebias,feeling",93
4853,i m upset about the incident this morning,4,labelling,379,"facts,emotions",5,judgemental,87
4854,i m upset that you re coming late because i was hoping we could pick the best seats,5,"feeling,fact",279,"facts,emotions",5,"fact,feeling",58
4855,i m upset to hear this news,4,"feeling,fact,empathy,generalisation",281,"facts,emotions",5,"empathy,fact,feeling,judgemental",15
4856,i m useless,2,"generalisation,labelling",314,facts,4,judgemental,87
4857,i m very angry with you,4,"feeling,selfempathy",299,"facts,emotions",5,feeling,72
4858,i m very angry,4,"feeling,selfempathy",299,"facts,emotions",5,feeling,72
4859,i m very appreciated for your help,4,feeling,254,"facts,emotions",5,feeling,72
4860,i m very bored,4,feeling,254,"facts,emotions",5,feeling,72
4861,i m very bothered,4,feeling,254,"facts,emotions",5,feeling,72
4862,i m very busy,4,feeling,254,"facts,emotions",5,feeling,72
4863,i m very clumsy,4,feeling,254,"facts,emotions",5,feeling,72
4864,i m very cold,4,feeling,254,"facts,emotions",5,feeling,72
4865,i m very competitive,4,feeling,254,"facts,emotions",5,feeling,72
4866,i m very concerned about you,4,feeling,254,"facts,emotions",5,feeling,72
4867,i m very concerned,4,feeling,254,"facts,emotions",5,feeling,72
4868,i m very confident,4,feeling,254,"facts,emotions",5,feeling,72
4869,i m very confused,4,feeling,254,"facts,emotions",5,feeling,72
4870,i m very conscious that i am not wise at all,4,"generalisation,selfempathy",350,facts,4,"feeling,judgemental",75
4871,i m very constipated,4,fact,208,facts,4,fact,56
4872,i m very curious,4,feeling,254,"facts,emotions",5,feeling,72
4873,i m very delighted,4,feeling,254,"facts,emotions",5,feeling,72
4874,i m very depressed,4,feeling,254,"facts,emotions",5,feeling,72
4875,i m very disappointed with you,2,generalisation,303,"facts,emotions",5,judgemental,87
4876,i m very dizzy,4,generalisation,303,"facts,emotions",5,judgemental,87
4877,i m very drunk,4,"generalisation,fact",311,facts,4,"fact,judgemental",59
4878,i m very emotional lately,4,"generalisation,selfempathy",350,"facts,emotions",5,"feeling,judgemental",75
4879,i m very enthusiastic,4,"generalisation,selfempathy",350,"facts,emotions",5,"feeling,judgemental",75
4880,i m very excited,4,"feeling,positivebias,selfempathy",298,"facts,emotions",5,"positivebias,feeling",132
4881,i m very exciting,4,"feeling,positivebias,selfempathy",298,"facts,emotions",5,"positivebias,feeling",132
4882,i m very far,4,generalisation,303,facts,4,judgemental,87
4883,i m very flattered,4,"feeling,positivebias,selfempathy",298,"facts,emotions",5,"positivebias,feeling",132
4884,i m very fond of you,4,"generalisation,selfempathy",350,"facts,emotions",5,"feeling,judgemental",75
4885,i m very frustrated,4,"generalisation,selfempathy",350,"facts,emotions",5,"feeling,judgemental",75
4886,i m very glad to hear from you,4,"feeling,positivebias,selfempathy",298,"facts,emotions",5,"positivebias,feeling",132
4887,i m very glad,4,"feeling,positivebias,selfempathy",298,"facts,emotions",5,"positivebias,feeling",132
4888,i m very grateful for your help,4,"feeling,positivebias",294,"facts,emotions",5,"positivebias,feeling",132
4889,i m very grateful to you,4,"feeling,positivebias",294,"facts,emotions",5,"positivebias,feeling",132
4890,i m very grateful,4,"generalisation,selfempathy",350,"facts,emotions",5,"feeling,judgemental",75
4891,i m very happy that you like it,4,"feeling,positivebias,empathy",295,"facts,emotions",5,"empathy,positivebias,feeling",40
4892,i m very happy to hear that,4,"feeling,positivebias,selfempathy",298,"facts,emotions",5,"positivebias,feeling",132
4893,i m very happy to meet you,4,"feeling,positivebias,selfempathy",298,"facts,emotions",5,"positivebias,feeling",132
4894,i m very happy with you,4,"feeling,positivebias,selfempathy",298,"facts,emotions",5,"positivebias,feeling",132
4895,i m very happy,4,"feeling,positivebias,selfempathy",298,"facts,emotions",5,"positivebias,feeling",132
4896,i m very honored,4,"feeling,positivebias,selfempathy",298,"facts,emotions",5,"positivebias,feeling",132
4897,i m very insecure,4,"generalisation,selfempathy",350,"facts,emotions",5,"feeling,judgemental",75
4898,i m very interested in the position,4,"feeling,positivebias",294,"facts,emotions",5,"positivebias,feeling",132
4899,i m very interested in this job,4,"feeling,positivebias",294,"facts,emotions",5,"positivebias,feeling",132
4900,i m very interested,4,"feeling,positivebias",294,facts,4,"positivebias,feeling",132
4901,i m very jealous,4,feeling,254,emotions,0,feeling,72
4902,i m very keen on working,4,"feeling,positivebias,selfempathy",298,"facts,emotions",5,"positivebias,feeling",132
4903,i m very keen to learn,4,"feeling,positivebias,selfempathy",298,"facts,emotions",5,"positivebias,feeling",132
4904,i m very keen to start,4,"feeling,positivebias,selfempathy",298,"facts,emotions",5,"positivebias,feeling",132
4905,i m very keen,4,"feeling,positivebias,selfempathy",298,emotions,0,"positivebias,feeling",132
4906,i m very kind of you,4,positivebias,461,facts,4,positivebias,131
4907,i m very knowledgeable,4,positivebias,461,facts,4,positivebias,131
4908,i m very lazy,4,"generalisation,labelling",314,facts,4,judgemental,87
4909,i m very lazy,4,"generalisation,labelling",314,facts,4,judgemental,87
4910,i m very lonely,4,"generalisation,labelling",314,facts,4,judgemental,87
4911,i m very much appreciated,4,"generalisation,labelling",314,facts,4,judgemental,87
4912,i m very much grateful to you,4,"feeling,positivebias,selfempathy",298,"facts,emotions",5,"positivebias,feeling",132
4913,i m very much grateful,4,"feeling,positivebias,selfempathy",298,emotions,0,"positivebias,feeling",132
4914,i m very much interested,4,"feeling,positivebias,selfempathy",298,emotions,0,"positivebias,feeling",132
4915,i m very much looking forward,4,"feeling,positivebias,selfempathy",298,emotions,0,"positivebias,feeling",132
4916,i m very much obliged,4,"generalisation,selfempathy",350,facts,4,"feeling,judgemental",75
4917,i m very negative,4,"generalisation,selfempathy",350,"facts,emotions",5,"feeling,judgemental",75
4918,i m very nervous,4,"generalisation,selfempathy",350,"facts,emotions",5,"feeling,judgemental",75
4919,i m very nice,4,"generalisation,selfempathy",350,"facts,emotions",5,"feeling,judgemental",75
4920,i m very obliged to you,4,"generalisation,empathy",310,facts,4,"empathy,judgemental",29
4921,i m very obliged,4,"generalisation,selfempathy",350,facts,4,"feeling,judgemental",75
4922,i m very observant,4,positivebias,461,facts,4,positivebias,131
4923,i m very opinionated,4,positivebias,461,facts,4,positivebias,131
4924,i m very optimistic,4,positivebias,461,facts,4,positivebias,131
4925,i m very organised,4,positivebias,461,facts,4,positivebias,131
4926,i m very patient,4,positivebias,461,facts,4,positivebias,131
4927,i m very pleased to hear from you,4,"feeling,positivebias,selfempathy",298,"facts,emotions",5,"positivebias,feeling",132
4928,i m very pleased to hear that,4,"feeling,positivebias,selfempathy",298,"facts,emotions",5,"positivebias,feeling",132
4929,i m very pleased,4,"feeling,positivebias,selfempathy",298,"facts,emotions",5,"positivebias,feeling",132
4930,i m very poor in english,4,"generalisation,labelling",314,facts,4,judgemental,87
4931,i m very positive,4,"feeling,positivebias,selfempathy",298,"facts,emotions",5,"positivebias,feeling",132
4932,i m very quiet and shy,4,"feeling,positivebias,selfempathy",298,"facts,emotions",5,"positivebias,feeling",132
4933,i m very quit,4,"generalisation,labelling",314,facts,4,judgemental,87
4934,i m very reserved,4,"generalisation,labelling",314,facts,4,judgemental,87
4935,i m very resourceful,4,positivebias,461,facts,4,positivebias,131
4936,i m very responsible,4,"generalisation,labelling",314,facts,4,judgemental,87
4937,i m very restless,4,"generalisation,labelling",314,facts,4,judgemental,87
4938,i m very rich,4,"generalisation,labelling",314,facts,4,judgemental,87
4939,i m very sad,4,"generalisation,selfempathy",350,"facts,emotions",5,"feeling,judgemental",75
4940,i m very satisfied,4,"generalisation,selfempathy",350,"facts,emotions",5,"feeling,judgemental",75
4941,i m very sorry for that,4,"generalisation,empathy",310,"facts,emotions",5,"empathy,judgemental",29
4942,i m very sorry for the inconvenience,4,"generalisation,empathy",310,"facts,emotions",5,"empathy,judgemental",29
4943,i m very sorry for the late reply,4,"generalisation,empathy",310,"facts,emotions",5,"empathy,judgemental",29
4944,i m very sorry to bother you again,4,"generalisation,empathy",310,"facts,emotions",5,"empathy,judgemental",29
4945,i m very sorry,4,"generalisation,empathy",310,emotions,0,"empathy,judgemental",29
4946,i m very thankful to you,4,"generalisation,empathy",310,"facts,emotions",5,"empathy,judgemental",29
4947,i m very thankful,4,"generalisation,selfempathy",350,emotions,0,"feeling,judgemental",75
4948,i m very tired,4,"generalisation,selfempathy",350,emotions,0,"feeling,judgemental",75
4949,i m very ugly,4,"labelling,morality",393,facts,4,judgemental,87
4950,i m very unattractive,4,"labelling,morality",393,facts,4,judgemental,87
4951,i m very unfit,4,"generalisation,morality,labelling",324,facts,4,judgemental,87
4952,i m very unhappy right now,4,"generalisation,selfempathy",350,"facts,emotions",5,"feeling,judgemental",75
4953,i m very unlucky,4,"labelling,morality",393,facts,4,judgemental,87
4954,i m very upset today,4,"morality,selfempathy",442,"facts,emotions",5,"feeling,judgemental",75
4955,i m very upset,4,"generalisation,selfempathy",350,"facts,emotions",5,"feeling,judgemental",75
4956,i m very very sad,4,"generalisation,selfempathy",350,"facts,emotions",5,"feeling,judgemental",75
4957,i m very well in french,4,positivebias,461,facts,4,positivebias,131
4958,i m very well indeed,4,"positivebias,selfempathy",487,facts,4,"positivebias,feeling",132
4959,i m very well thank you,4,"positivebias,selfempathy",487,facts,4,"positivebias,feeling",132
4960,i m very well,4,"feeling,positivebias,selfempathy",298,"facts,emotions",5,"positivebias,feeling",132
4961,i m very well thank you,4,"positivebias,selfempathy",487,facts,4,"positivebias,feeling",132
4962,i m very willing to learn new things,4,"feeling,positivebias,empathy",295,"facts,emotions",5,"empathy,positivebias,feeling",40
4963,i m very willing to,4,"positivebias,selfempathy",487,facts,4,"positivebias,feeling",132
4964,i m very worry about you,4,"feeling,fact,empathy",280,"facts,emotions",5,"empathy,fact,feeling",14
