,id,en,fr,rating,tips,tips_groups,steps,fivefold,step_facts,step_emotions,step_needs,step_proposals,tip_morality,tip_positivebias,tip_interpretation,tip_comparison,tip_labelling,tip_generalisation,tip_duality,tip_reproach,tip_deserves,tip_denial,tip_sacrifice,tip_unavailable,tip_unsolicited,tip_provocation,tip_fact,tip_selfempathy,tip_empathy,tip_dialogue,tip_clarity,tip_activity,tip_demand,tip_person,tip_who,tip_location,tip_where,tip_time,tip_when,tip_action,tip_what,tip_objective,tip_why,tip_thismany,tip_howmany,tip_positive,tip_negative,tip_realistic,tip_unrealistic,tip_feeling,tip_need,group_empathy,group_negative,group_feeling,group_fault,group_unsolicited,group_need,group_realistic,group_precise,group_unprecise,group_unrealistic,group_provocation,group_positivebias,group_judgemental,group_demanding,group_fact,group_positive
6444,6442,Take care,Prenez soin de vous,4,unsolicited,unsolicited,facts,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6445,6443,Take it easy. Take a break. There's no point in interfering when you're upset.,Du calme. Prends une pause. Cela ne sert à rien d'intervenir quand on est fâché.,2,unsolicited,unsolicited,facts,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6446,6444,Take me doggy style.,Prend moi en levrette.,4,activity,precise,"facts,proposals",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6447,6445,take me for an idiot,prend moi pour un con,1,unsolicited,unsolicited,facts,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6448,6446,Talk to me like that again and I'll smash your face in,Parle moi encore comme ça et je t'éclate la tronche,0,unsolicited,unsolicited,facts,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6449,6447,Tell me about yourself?,Parle-moi de toi.,4,"unsolicited,empathy","empathy,unsolicited",facts,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6450,6448,"Tell me darling, would you like to watch a little porn together tonight?","Dis moi chéri, ça te dirais qu'on regarde un petit porno tous les deux ce soir?",4,clarity,empathy,proposals,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6451,6449,Tell me… Is being stupid a profession or are you just gifted?,Dis-moi... Être stupide est une profession ou tu es juste doué ?,0,"provocation,clarity","empathy,provocation",proposals,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6452,6450,thank goodness I'm here to take care of it,heureusement que je suis là pour m'en occuper,2,sacrifice,fault,facts,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6453,6451,Thank me instead,remercie moi plutôt,1,unsolicited,unsolicited,facts,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6454,6452,Thank you again for all the hard work you contribute to both our department and the company.,Je vous remercie encore pour tout le travail que vous apportez à notre département et à l'entreprise.,4,"empathy,positivebias","empathy,positivebias",facts,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6455,6453,Thank you for a great Year,Merci pour une année exceptionnelle,4,"empathy,positivebias","empathy,positivebias",facts,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6456,6454,Thank you for a job well done,Merci pour votre travail bien fait,4,"empathy,positivebias","empathy,positivebias",facts,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6457,6455,Thank you for adoring me the way you do.,Merci de m'adorer comme tu le fais.,4,"empathy,positivebias","empathy,positivebias",facts,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6458,6456,Thank you for being a great leader,Merci d'être un grand leader,4,"empathy,positivebias","empathy,positivebias",facts,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6459,6457,Thank you for being so sweet and loving to my family and friends.,Merci d'être si gentil et aimant avec ma famille et mes amis.,4,"empathy,positivebias","empathy,positivebias",facts,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6460,6458,Thank you for being such a wonderful friend and colleague.,Merci d'être un ami et un collègue si merveilleux.,4,"empathy,positivebias","empathy,positivebias",facts,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6461,6459,Thank you for being you!,Merci d'être vous !,4,"empathy,positivebias","empathy,positivebias",facts,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6462,6460,Thank you for coordinating with us for the development of the project.,Merci d'avoir coordonné avec nous le développement du projet.,4,"empathy,positivebias","empathy,positivebias",facts,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6463,6461,Thank you for doing a great job!,Merci d'avoir fait un excellent travail !,4,"empathy,positivebias","empathy,positivebias",facts,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6464,6462,Thank you for going the extra mile,Merci d'avoir fait un effort supplémentaire,4,"empathy,positivebias","empathy,positivebias",facts,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6465,6463,Thank you for making me feel safe and loved.,Merci de m'avoir fait me sentir en sécurité et aimée.,4,"empathy,positivebias,feeling","empathy,positivebias,feeling","facts,emotions",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6466,6464,Thank you for our conversation.,Merci pour notre conversation.,4,"empathy,positivebias","empathy,positivebias",facts,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6467,6465,"Thank you for telling me what you heard. I realise that I didn't express myself as clearly as I would have liked, so I will try again.","Je te remercie de m'avoir dit ce que tu as entendu. Je constate que je ne me suis pas exprimer aussi clairement que je l'aurais voulu, je vais donc réessayer.",5,"empathy,positivebias,feeling","empathy,positivebias,feeling","facts,emotions,needs,proposals",3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6468,6466,Thank you for volunteering,Merci pour votre bénévolat,4,"empathy,positivebias","empathy,positivebias",facts,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6469,6467,Thank you for walking through this life with me. I’ll adore you every step of the way.,Merci d'avoir traversé cette vie avec moi. Je t'adorerai à chaque étape du chemin.,4,"empathy,positivebias,feeling","empathy,positivebias,feeling","facts,emotions",2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6470,6468,Thank you for your email.,Je vous remercie de votre courriel.,4,"empathy,positivebias,feeling","empathy,positivebias,feeling","facts,emotions",4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6471,6469,Thank you for your excellent sales performance,Merci pour vos excellentes performances de vente,4,"empathy,positivebias","empathy,positivebias",facts,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6472,6470,Thank you for your hard work,Merci pour votre travail acharné,4,"empathy,positivebias","empathy,positivebias",facts,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6473,6471,Thank you for your help.,Merci de votre aide.,4,"empathy,positivebias","empathy,positivebias",facts,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6474,6472,Thank you for your interest.,Nous vous remercions de votre intérêt.,4,"empathy,positivebias","empathy,positivebias",facts,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6475,6473,Thank you for your time.,Je vous remercie pour votre temps.,4,"empathy,positivebias","empathy,positivebias",facts,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6476,6474,Thank you for your understanding,Merci de votre compréhension,4,"empathy,positivebias","empathy,positivebias",facts,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6477,6475,Thank you my love,Merci mon amour,4,"empathy,positivebias","empathy,positivebias","facts,emotions",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6478,6476,Thank you my love you are so cute...,Merci mon Amour tu es trop mignonne...,4,"empathy,positivebias","empathy,positivebias","facts,emotions",3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6479,6477,Thank you once again for all your effort.,Merci encore une fois pour tous vos efforts.,4,"empathy,positivebias","empathy,positivebias",facts,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6480,6478,Thank you once again for your selfless assistance.,Merci encore pour votre aide désintéressée.,4,"empathy,positivebias","empathy,positivebias",facts,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6481,6479,Thank you once again.,Merci encore une fois.,4,"empathy,positivebias","empathy,positivebias",facts,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6482,6480,Thank you so much for being a customer of our company.,Merci beaucoup d'être un client de notre société.,4,"empathy,positivebias","empathy,positivebias",facts,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6483,6481,Thank you so much for thinking of me!,Merci beaucoup d'avoir pensé à moi !,4,"empathy,positivebias","empathy,positivebias",facts,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6484,6482,Thank you very much for meeting with me yesterday regarding my current project.,Merci beaucoup de m'avoir rencontré hier au sujet de mon projet actuel.,4,"empathy,positivebias","empathy,positivebias",facts,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6485,6483,Thank you!,Merci !,4,"empathy,positivebias","empathy,positivebias",facts,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6486,6484,Thank you.,Merci.,4,"empathy,positivebias","empathy,positivebias",facts,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6487,6485,Thanks for adding insult to injury.,Merci d'ajouter l'insulte à la blessure.,0,"empathy,positivebias","empathy,positivebias",facts,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6488,6486,Thanks for choosing our company.,Merci d'avoir choisi notre entreprise.,4,"empathy,positivebias","empathy,positivebias",facts,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6489,6487,Thanks for the positivity,Merci pour la positivité,4,"empathy,positivebias","empathy,positivebias",facts,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6490,6488,Thanks for your help.,Merci pour votre aide.,4,"empathy,positivebias","empathy,positivebias",facts,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6491,6489,Thanks so much for your email,Merci beaucoup pour votre courriel,4,"empathy,positivebias","empathy,positivebias",facts,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6492,6490,"Thanks so much to everyone on the team for getting our latest project completed not only ahead of schedule, but under budget.","Merci beaucoup à tous les membres de l'équipe pour avoir mené à bien notre dernier projet non seulement en avance sur le calendrier, mais aussi en dessous du budget.",4,"empathy,positivebias","empathy,positivebias",facts,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6493,6491,Thanks to that man-hag SpongeBob is completely f++ked up,"Grâce à cet homme-homme, Bob l'éponge est complètement f++ké",0,"reproach,provocation","provocation,fault",facts,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6494,6492,"Thanks, I appreciate it.","Merci, j'apprécie.",4,"empathy,positivebias","empathy,positivebias",facts,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6495,6493,That band fucking suck!,"Ce groupe est nul, putain !",0,"labelling,provocation","provocation,judgemental",facts,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6496,6494,That cat had been chased by a dog.,Ce chat avait été poursuivi par un chien.,4,fact,fact,facts,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6497,6495,That is hardly important,Ce n'est pas important.,2,unavailable,fault,facts,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6498,6496,That obnoxious brat has no right to do this!,Ce gosse odieux n'a pas le droit de faire ça !,1,"labelling,morality",judgemental,facts,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6499,6497,That reminds me of the time you were a crybaby...,Cela me rappelle la fois où tu étais un pleurnichard...,2,labelling,judgemental,facts,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6500,6498,"That time you must have been preoccupied, that's why you fell asleep so late.","Cette fois-là, tu devais être préoccupé, c'est pour ça que tu t'es endormi si tard.",4,"feeling,empathy","empathy,feeling",emotions,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6501,6499,That was a good one,Elle était bonne celle la,4,"labelling,morality",judgemental,facts,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6502,6500,That was a racist thing to do!,C'était une chose raciste à faire !,1,"labelling,morality",judgemental,facts,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6503,6501,That was a totally insensitive thing for you to say!,C'était une chose totalement insensible de ta part !,1,"labelling,morality",judgemental,facts,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6504,6502,That was dumb!,C'était stupide !,0,"labelling,morality",judgemental,facts,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6505,6503,That's a really bad behaviour,C'est vraiement immonde comme comportement,0,"labelling,morality",judgemental,facts,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6506,6504,That's a really the wrong way you're taking here.,C'est une très mauvaise approche que vous adoptez ici.,1,"labelling,morality",judgemental,facts,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6507,6505,"That's all well and good, but have you thought about the reaction of your other friends? I couldn't see myself choosing between my group and one guy...","C'est bien beau, mais as-tu pensé à la réaction de tes autres amis? Je ne me verrais pas choisir entre mon groupe et un seul gars...",2,"labelling,morality",judgemental,facts,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6508,6506,That's all.,C'est tout.,2,unavailable,fault,facts,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6509,6507,That's another stupid question you're asking.,C'est encore une question à la con que nous pose là.,1,"labelling,provocation,generalisation","provocation,judgemental",facts,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6510,6508,That's because you are a shit...,"Ca, c'est par ce que tu es une merde...",0,"labelling,provocation","provocation,judgemental",facts,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6511,6509,That's bullshit.,C'est des conneries.,0,"labelling,provocation","provocation,judgemental",facts,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6512,6510,That's enough now!,Ça suffit maintenant !,1,unsolicited,unsolicited,facts,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6513,6511,That's for me ????? I still take it personally it's my fault what am I yelling about? Thank you,C'est pour moi ça ????? Je le prends encore pour moi c'est ma faute quoi je gueule ?? Merci,2,"provocation,sacrifice","provocation,fault",facts,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6514,6512,That's how it always is with you.,C'est toujours comme ça que ça se passe avec toi.,1,generalisation,judgemental,facts,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6515,6513,That's how it is with him.,C'est souvent comme ça que ça se passe avec lui.,1,generalisation,judgemental,facts,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6516,6514,That's how we do it,C'est comme ça qu'on fait,2,denial,fault,facts,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6517,6515,"That's how we do it here, period.","Ici, c'est comme ça qu'on fait, point final.",2,unsolicited,unsolicited,facts,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
